"id","url","title","foto"
"538","https://fitrecepty.info/recepty/podle-kategorie/napoje/power-smoothie-538/","Power smoothie","https://fitrecepty.info/media/21/01/2101a3fd-18de-48c0-8a88-6923f0692950.jpg.890x618_q85_crop.jpg"
"1111","https://fitrecepty.info/recepty/podle-kategorie/napoje/detox-smoothie-1290-1111/","Detox smoothie","https://fitrecepty.info/media/3f/56/3f56a1cc-7943-4429-b543-f6d00014bdde.jpg.890x618_q85_crop.jpg"
"845","https://fitrecepty.info/recepty/podle-kategorie/napoje/jablecno-hruskove-smoothie-845/","Jablečno-hruškové smoothie","https://fitrecepty.info/media/70/e6/70e6f0a2-2ef2-432c-8672-98fec16b20bf.jpg.890x618_q85_crop.jpg"
"1009","https://fitrecepty.info/recepty/podle-kategorie/zdravemlsani/cokoladove-muffiny-z-tvarohoveho-testa-1009/","Čokoládové muffiny z tvarohového těsta","https://fitrecepty.info/media/c9/80/c980f5a2-49f1-44db-ac58-22a9a46375a5.jpg.890x618_q85_crop.jpg"
"42","https://fitrecepty.info/recepty/podle-kategorie/zdravemlsani/cokoladovy-pudink-s-chia-seminky-a-ovocem-42/","Čokoládový chia pudink","https://fitrecepty.info/media/e9/53/e953236d-99e8-4e70-8101-0a140b09645c.jpg.890x618_q85_crop.jpg"
"650","https://fitrecepty.info/recepty/podle-kategorie/zdravemlsani/brownies-s-arasidovym-maslem-650/","Brownies s arašídovým máslem","https://fitrecepty.info/media/f5/34/f534f571-887a-431f-8ea5-2412f45e008f.jpg.890x618_q85_crop.jpg"
"174","https://fitrecepty.info/recepty/podle-kategorie/zdravemlsani/mrkvove-muffiny-174/","Mrkvové muffiny","https://fitrecepty.info/media/7d/81/7d817549-8f9d-4836-b1e5-7fc434e2e9b7.jpg.890x618_q85_crop.jpg"
"416","https://fitrecepty.info/recepty/podle-kategorie/zdravemlsani/cokoladova-buchta-s-proteinem-416/","Čokoládová buchta s proteinem","https://fitrecepty.info/media/d9/6f/d96fa4d7-5699-4868-9659-cdfe5ac1bdae.jpg.890x618_q85_crop.jpg"
"191","https://fitrecepty.info/recepty/podle-kategorie/svaciny/vajickova-pomazanka-z-domaci-luciny-191/","Vajíčková pomazánka z domácí lučiny","https://fitrecepty.info/media/fd/93/fd939c24-8ae2-4bd9-9fbe-a42ebad4cef3.jpg.890x618_q85_crop.jpg"
"1088","https://fitrecepty.info/recepty/podle-kategorie/svaciny/vajickovy-salat-1271-1088/","Vajíčkový salát","https://fitrecepty.info/media/f1/b8/f1b820f2-29b8-4259-9c09-a06d44c36c68.jpg.890x618_q85_crop.jpg"
"1078","https://fitrecepty.info/recepty/podle-kategorie/svaciny/kakaovy-termix-s-jahodami-1078/","Kakaový termix s jahodami ","https://fitrecepty.info/media/49/a1/49a19bb8-22de-4e01-929e-cfcda6476210.jpg.890x618_q85_crop.jpg"
"696","https://fitrecepty.info/recepty/podle-kategorie/svaciny/celozrnne-krekry-696/","Celozrnné krekry","https://fitrecepty.info/media/89/66/89666caf-de28-439b-8d04-ce791316849e.jpg.890x618_q85_crop.jpg"
"831","https://fitrecepty.info/recepty/podle-kategorie/svaciny/jablecna-presnidavka-831/","Jablečná přesnídávka","https://fitrecepty.info/media/3c/19/3c197b8e-545f-43bf-963c-60395400d2ea.jpg.890x618_q85_crop.jpg"
"841","https://fitrecepty.info/recepty/podle-kategorie/svaciny/cizrnova-pomazanka-s-krenem-841/","Cizrnová pomazánka s křenem","https://fitrecepty.info/media/0b/e0/0be0d67e-7331-4b8d-81d4-3807748ddeb7.jpg.890x618_q85_crop.jpg"
"653","https://fitrecepty.info/recepty/podle-kategorie/svaciny/cuketova-pomazanka-653/","Cuketová pomazánka","https://fitrecepty.info/media/31/9e/319ee8f2-1944-4235-8471-ae54aaaef81c.jpg.890x618_q85_crop.jpg"
"1143","https://fitrecepty.info/recepty/podle-kategorie/pomazanky/dip-z-peceneho-lilku-1143/","Dip z pečeného lilku","https://fitrecepty.info/media/95/62/95629727-9207-409a-8d06-6500bd83e5c8.jpg.890x618_q85_crop.jpg"
"959","https://fitrecepty.info/recepty/podle-kategorie/vanocni/celozrnne-piskoty-959/","Celozrnné piškoty","https://fitrecepty.info/media/69/8e/698e2c98-532d-4d43-874e-e73f3576ab99.jpg.890x618_q85_crop.jpg"
"524","https://fitrecepty.info/recepty/podle-kategorie/snidane/palacinky-s-arasidovym-maslem-524/","Palačinky s arašídovým máslem","https://fitrecepty.info/media/ce/6b/ce6b75ba-79b8-43cc-b0b3-7ed868404c8f.jpg.890x618_q85_crop.jpg"
"179","https://fitrecepty.info/recepty/podle-kategorie/snidane/livance-z-cottage-syru-179/","Lívance z cottage sýru","https://fitrecepty.info/media/e5/3d/e53df66d-b766-4e38-a0d9-f45c3ecca92c.jpg.890x618_q85_crop.jpg"
"640","https://fitrecepty.info/recepty/podle-kategorie/napoje/smoothie-s-granatovym-jablkem-640/","Smoothie s jahodami a granátovým jablkem","https://fitrecepty.info/media/5c/ac/5cac1a0a-9085-487e-8bf8-78d95ac1ac73.jpg.890x618_q85_crop.jpg"
"827","https://fitrecepty.info/recepty/podle-kategorie/napoje/spenatove-smoothie-s-chia-seminky-827/","Špenátové smoothie s chia semínky","https://fitrecepty.info/media/aa/fb/aafb99e5-9491-437d-b5dd-137bd18bd6b5.jpg.890x618_q85_crop.jpg"
